1.2	-0.1620311.2	-0.1512691.2	-0.1598061.2	0.155481.2	0.1896141.2	-0.1611871.2	0.1967321.2	-0.1977721.2	0.02731211.2	-0.06139871.2	0.1867831.2	-0.1817261.2	0.1718981.2	0.1861861.2	-0.1421261.2	0.118271.2	0.2155741.2	-0.1884341.2	-0.1885021.2	0.201381.2	0.02945621.2	0.07449191.2	-0.1817191.2	0.1962461.2	-0.07695941.2	-0.02461621.2	-0.09324851.2	-0.1261611.2	0.06470571.2	-0.08894081.2	-0.1108221.2	0.08853461.2	-0.2105281.2	-0.1643071.2	0.04146251.2	-0.03837221.2	0.1390381.2	-0.1766791.2	-0.01720291.2	0.001361761.2	-0.1255321.2	0.1864081.2	-0.1283181.2	0.09893961.2	0.08582751.2	-0.07650031.2	-0.07283771.2	0.07451611.2	-0.1719241.2	0.188267
1.26	-0.08139791.26	0.1465451.26	-0.136781.26	-0.1309611.26	0.1677741.26	0.1341581.26	0.07470431.26	0.0614011.26	-0.1184121.26	0.1635171.26	-0.03955191.26	-0.02701931.26	0.1416681.26	-0.1066171.26	0.01526611.26	0.03338781.26	0.2259661.26	0.1656881.26	-0.04406031.26	-0.05715251.26	0.08098621.26	0.0277811.26	-0.1421821.26	-0.1513551.26	-0.1640561.26	-0.1079881.26	0.1098791.26	0.1847561.26	0.09713351.26	0.1073651.26	-0.2056651.26	-0.1879841.26	-0.1469511.26	0.1900281.26	0.2031321.26	0.1963951.26	0.1692721.26	0.1215131.26	0.1577371.26	0.1693621.26	-0.152651.26	-0.2041921.26	-0.1796031.26	0.1189321.26	0.0003366591.26	0.1365471.26	0.1712621.26	0.172561.26	-0.1824441.26	-0.173742
1.32	0.02785851.32	-0.1154991.32	0.1496641.32	-0.1465391.32	0.1561821.32	-0.1059621.32	-0.1108551.32	0.1300931.32	-0.1998511.32	-0.1981841.32	-0.2086361.32	0.2011881.32	0.108381.32	-0.0007553241.32	0.1637161.32	-0.1707021.32	0.2113651.32	-0.1303341.32	0.1755021.32	-0.1863151.32	0.1279221.32	-0.1144181.32	0.05383611.32	-0.05594161.32	-0.1953211.32	0.1839781.32	0.1820531.32	0.002476221.32	0.1212761.32	-0.1355131.32	-0.1403721.32	0.1348111.32	-0.01605341.32	-0.1678751.32	0.04336511.32	-0.05292691.32	0.1594781.32	-0.01295561.32	0.1801751.32	-0.1746051.32	-0.1764421.32	0.2178841.32	0.01264521.32	-0.1867871.32	-0.08587161.32	-0.1828441.32	0.1074891.32	-0.1022251.32	-0.08000291.32	0.0545024
1.38	0.1240081.38	0.07014021.38	0.1382481.38	0.1387631.38	0.1436971.38	0.07428861.38	-0.1954231.38	-0.1932281.38	-0.1783011.38	0.1600311.38	-0.07826091.38	-0.08166411.38	0.06375541.38	0.107621.38	0.1902121.38	0.1912961.38	0.1673611.38	0.08477391.38	0.09369341.38	0.111631.38	0.1704661.38	0.1646641.38	0.1842121.38	0.1983341.38	-0.1544141.38	-0.15721.38	0.03839951.38	-0.1816911.38	0.1432271.38	0.1589191.38	0.03262511.38	0.02407851.38	0.1181161.38	0.1035641.38	-0.1842591.38	-0.1717241.38	0.1146691.38	-0.09790021.38	0.02269171.38	-0.002596651.38	-0.1906291.38	-0.2274851.38	0.1865751.38	0.03217651.38	-0.153031.38	0.2106891.38	-0.1519691.38	-0.1531351.38	0.07110681.38	0.0998632
1.44	0.180411.44	-0.007810651.44	-0.1477331.44	0.1366011.44	0.1261281.44	-0.04301781.44	-0.1018541.44	0.08314391.44	-0.06000051.44	-0.06482591.44	0.164651.44	-0.1543291.44	0.01244161.44	-0.1800551.44	0.08056941.44	-0.07758161.44	0.1033311.44	-0.03349221.44	-0.1523491.44	0.1506631.44	0.1914061.44	-0.1795681.44	0.1088181.44	-0.1288551.44	-0.05448011.44	0.04570671.44	-0.1541361.44	0.1147451.44	0.1627341.44	-0.1795631.44	0.1769211.44	-0.1703421.44	0.193081.44	-0.01015711.44	-0.1261871.44	0.1228681.44	0.03347241.44	0.1636241.44	-0.1629781.44	0.1813761.44	-0.1920641.44	0.2260861.44	0.1084071.44	0.1614231.44	-0.1898591.44	-0.2151531.44	-0.1330971.44	0.1371751.44	0.1758981.44	-0.201521
1.5	0.1908841.5	-0.05584731.5	-0.15831.5	-0.1426261.5	0.1106681.5	0.01597391.5	0.08877471.5	0.1028211.5	0.0915191.5	-0.05271691.5	0.1650771.5	0.1682541.5	-0.03985191.5	0.1957611.5	-0.0885851.5	-0.08818511.5	0.03056351.5	-0.0241571.5	-0.1461251.5	-0.1547191.5	0.1917571.5	0.1610681.5	-0.09135171.5	-0.0832481.5	0.06436331.5	0.09558961.5	-0.1647211.5	0.1051061.5	0.1738741.5	0.1920691.5	0.1755941.5	0.180281.5	0.1847011.5	-0.08614481.5	0.1247341.5	0.113371.5	-0.05048421.5	-0.1590121.5	-0.183151.5	-0.1839631.5	-0.1843811.5	-0.2100481.5	-0.1196191.5	-0.1575021.5	-0.1962181.5	0.2020331.5	0.1298451.5	0.1256751.5	0.1718091.5	0.176731
1.56	0.1439781.56	0.113151.56	0.1351681.56	-0.1315891.56	0.09380081.56	0.008171531.56	0.1992551.56	-0.1896871.56	0.2020591.56	0.1475771.56	-0.07887141.56	0.06044881.56	-0.09314881.56	-0.1498981.56	-0.1916111.56	0.1978031.56	-0.03966821.56	0.07915391.56	0.1058331.56	-0.09784781.56	0.1712141.56	-0.1119181.56	-0.1898061.56	0.1941521.56	0.1620951.56	-0.1876821.56	0.0285111.56	-0.1911431.56	0.1856351.56	-0.2099821.56	0.03215241.56	-0.0477661.56	0.09212551.56	0.1699451.56	0.1733491.56	-0.1782211.56	-0.1313821.56	0.07856251.56	-0.01947061.56	0.004442541.56	-0.1769671.56	0.1895711.56	-0.1918191.56	-0.03361961.56	-0.1605451.56	-0.1694021.56	0.1612421.56	-0.1646591.56	0.06313481.56	-0.0470259
1.62	0.05432651.62	-0.1518681.62	0.1580411.62	0.1465251.62	0.07626041.62	-0.03010721.62	0.1300981.62	0.1113341.62	0.2086911.62	-0.1875511.62	-0.2052121.62	-0.1975651.62	-0.1332431.62	0.05757491.62	-0.1636961.62	-0.1721791.62	-0.106771.62	-0.1189071.62	0.181681.62	0.1860311.62	0.135481.62	0.04999971.62	-0.07953441.62	-0.0884511.62	0.2035361.62	0.1775591.62	0.1883361.62	0.02100351.62	0.1995121.62	0.2214651.62	-0.13611.62	-0.1214481.62	-0.0417551.62	-0.2155131.62	-0.05067141.62	-0.03530141.62	-0.1836351.62	0.0454171.62	0.1580111.62	0.1764441.62	-0.1694731.62	-0.1574121.62	-0.009871461.62	0.1833411.62	-0.09544981.62	0.1252481.62	-0.1022681.62	-0.09505471.62	-0.08549671.62	-0.110748
1.68	-0.05325041.68	0.165941.68	-0.1197631.68	0.1180241.68	0.0588631.68	0.05087541.68	-0.05900051.68	0.05844641.68	0.1112711.68	0.1565581.68	-0.03475441.68	0.04449741.68	-0.1612881.68	0.05576931.68	-0.01706231.68	0.02005361.68	-0.1522751.68	0.1539881.68	-0.04802641.68	0.04015911.68	0.08818571.68	0.02037221.68	0.1211671.68	-0.1130331.68	0.1757341.68	-0.07578731.68	0.1163611.68	0.1815581.68	0.2124461.68	-0.2333661.68	-0.1963171.68	0.2031641.68	-0.1555021.68	0.2091141.68	-0.1965881.68	0.2038891.68	-0.1998371.68	-0.155191.68	0.1778551.68	-0.1833361.68	-0.1549331.68	0.1251661.68	0.183111.68	-0.1076361.68	-0.009172171.68	-0.06416121.68	-0.1810871.68	0.1843161.68	-0.1815251.68	0.208348
1.74	-0.1462581.74	-0.1584251.74	-0.1596981.74	-0.1508631.74	0.04292971.74	-0.06856771.74	-0.189281.74	-0.179071.74	-0.03675751.74	-0.07029861.74	0.1832281.74	0.1752671.74	-0.1772651.74	-0.151081.74	0.143671.74	0.1423791.74	-0.1743921.74	-0.1804561.74	-0.1943511.74	-0.2041611.74	0.0284741.74	-0.09151911.74	0.1825191.74	0.1898731.74	0.0904571.74	-0.06558931.74	-0.0948031.74	-0.1411231.74	0.2283841.74	0.2386481.74	-0.1021681.74	-0.1198121.74	-0.2011391.74	-0.1539311.74	-0.03266011.74	-0.05146841.74	-0.1636261.74	0.1962641.74	0.01763551.74	0.006359721.74	-0.1455161.74	-0.09794521.74	0.1322481.74	-0.1043541.74	0.07083091.74	-0.0004725761.74	0.06632421.74	0.06437241.74	-0.1693391.74	-0.184104
1.8	-0.1912351.8	0.1350391.8	0.115241.8	-0.114461.8	0.02667981.8	0.07786821.8	-0.1452931.8	0.1374851.8	-0.1676961.8	-0.04078851.8	0.1412661.8	-0.1397261.8	-0.1815651.8	0.2092771.8	0.2022151.8	-0.2037361.8	-0.1670971.8	0.1978651.8	-0.00231121.8	0.01806861.8	-0.0326011.8	0.1490111.8	0.04533211.8	-0.05045741.8	-0.0204881.8	0.1733861.8	-0.1969081.8	-0.08444391.8	0.2377641.8	-0.2381531.8	0.07438461.8	-0.06336221.8	-0.1535431.8	0.06469161.8	0.1732641.8	-0.1847631.8	-0.08697881.8	-0.1554951.8	-0.1569561.8	0.1693041.8	-0.1232241.8	0.07160411.8	-0.09205161.8	0.1909931.8	0.1467091.8	0.0623121.8	0.1873871.8	-0.2012081.8	-0.0572561.8	0.0513377
1.86	-0.1737461.86	-0.09079521.86	0.1709111.86	0.1598741.86	0.01339781.86	-0.07512831.86	0.03017331.86	0.02865291.86	-0.2075571.86	0.134241.86	-0.0993011.86	-0.103461.86	-0.1752441.86	-0.1978011.86	0.1207611.86	0.1236511.86	-0.1427911.86	-0.1973621.86	0.1927981.86	0.1900251.86	-0.09220861.86	-0.172981.86	-0.1458441.86	-0.1397411.86	-0.1220321.86	-0.1915131.86	-0.0583681.86	0.1967671.86	0.2433431.86	0.2361491.86	0.1880821.86	0.1939261.86	-0.03516431.86	0.03503421.86	0.1162371.86	0.1289511.86	0.01249971.86	0.0457421.86	-0.1757571.86	-0.1809811.86	-0.09758471.86	-0.05024671.86	-0.1940941.86	-0.04757381.86	0.1936551.86	-0.1161021.86	-0.0309461.86	-0.02809051.86	0.09472461.86	0.110394
1.92	-0.1026851.92	0.02593251.92	-0.09804451.92	0.1016131.92	-0.005915611.92	0.0645141.92	0.1846681.92	-0.1679911.92	-0.1417581.92	-0.1807091.92	-0.1963581.92	0.1951361.92	-0.1648031.92	0.1248471.92	-0.05122981.92	0.04493991.92	-0.1018681.92	0.1807181.92	0.06778891.92	-0.07509131.92	-0.1507071.92	0.1638431.92	-0.1683621.92	0.1716721.92	-0.1757591.92	0.1137621.92	0.14451.92	-0.04631751.92	0.2393431.92	-0.2362341.92	0.1508871.92	-0.1686241.92	0.103141.92	-0.1301071.92	-0.127041.92	0.1292641.92	0.1113151.92	0.07812681.92	-0.01396921.92	0.001303141.92	-0.05789141.92	0.02966231.92	-0.04126171.92	-0.1581731.92	0.2043311.92	0.1614241.92	-0.1996491.92	0.2037391.92	0.1843521.92	-0.201324
